celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,_source_file,week,judge1_score,judge2_score,judge3_score,judge4_score,judge1_score_raw,judge2_score_raw,judge3_score_raw,judge4_score_raw,judge1_out_of_range,judge2_out_of_range,judge3_out_of_range,judge4_out_of_range,n_judges_reported,n_judges_present,n_judges_reported_raw,has_partial_na_raw,is_all_na,is_all_zero,is_present,result_type,is_withdrew_result,zero_score_conflict,week_total_score,week_total_score_raw,week_avg_score,week_max_possible,week_score_percentage,expected_judges_reported_raw,unexpected_missing_scores,combine_method_x,week_score_rank,week_score_share,last_week_scored,season_final_week,final_week_n_performers,expected_to_perform_in_finale,expected_last_week,is_competing_week,is_missing_finale_scores,is_gap_week,week_score_rank_discrepancy,is_no_elimination,is_double_elimination,n_active,final_week,is_final_week,is_no_elim_from_results,is_no_elimination_any,weeks_since_exit,exclude_from_fan_vote_inference,celebrity_industry_clean,celebrity_homecountry_clean,celebrity_homestate_clean,celebrity_homestate_abbr,is_foreign,celebrity_age_raw,age_outlier,is_withdrawn,is_withdrawn_inferred,exit_week_from_results,computed_last_week,exit_week_mismatch,partner_seasons,partner_contestants,partner_wins,partner_avg_placement,partner_avg_last_week,partner_avg_season_score_pct,partner_seasons_prior,partner_contestants_prior,partner_wins_prior,partner_avg_placement_prior,partner_avg_last_week_prior,partner_avg_season_score_pct_prior,combine_method_y,is_finale,is_eliminated,fan_vote_mean,fan_vote_std,fan_vote_ci_lower,fan_vote_ci_upper,snr,ci_width,ppc_consistency,hit_rate,elimination_count,mean_violation,acceptance_rate,converged,industry,age,age_c,log_week,y_judge
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43.0,13,Eliminated Week 4,9,3-27赛季（百分比结合法）.csv,2,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,percent,4.0,0.1039603960396039,4,10,3,False,4,True,False,False,-5.0,True,False,10,10,False,False,True,,False,Musician,United States,California,CA,False,43,False,False,False,4.0,4,False,19,18,1,7.526315789473684,5.7368421052631575,0.7120563843763449,10,10,0,7.0,6.0,0.7114000255531505,,,,,,,,,,,,,,,,Musician,43.0,4.008403361344541,0.6931471805599453,0.04356773311672146
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82.0,7,Eliminated Week 6,7,3-27赛季（百分比结合法）.csv,1,6.0,5.0,5.0,,6.0,5.0,5.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,16.0,16.0,5.333333333333333,30.0,0.5333333333333333,3,False,percent,12.0,0.0634920634920634,6,10,3,False,6,True,False,False,5.0,False,True,13,10,False,False,False,,False,Actor,United States,Iowa,IA,False,82,False,False,False,6.0,6,False,2,2,0,7.5,5.5,0.61,0,0,0,,,,percent,False,False,0.0942634428100447,0.0687702079994731,0.0039976620546819,0.2659610631510579,1.3707017241200836,0.2619634010963759,0.3541,1.0,2.0,0.0110926998648463,0.19548,True,Actor,82.0,43.00840336134454,0.0,-0.17792158116615386
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82.0,7,Eliminated Week 6,7,3-27赛季（百分比结合法）.csv,2,5.0,5.0,5.0,,5.0,5.0,5.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,15.0,15.0,5.0,30.0,0.5,3,False,percent,11.0,0.0678733031674208,6,10,3,False,6,True,False,False,4.0,False,True,11,10,False,False,False,,False,Actor,United States,Iowa,IA,False,82,False,False,False,6.0,6,False,2,2,0,7.5,5.5,0.61,0,0,0,,,,percent,False,False,0.1133034847931028,0.0659539121865779,0.0245546762407165,0.2865350921212721,1.7179190872072183,0.2619804158805556,0.5579,1.0,1.0,0.0088844471665214,0.31592,True,Actor,82.0,43.00840336134454,0.6931471805599453,-0.2809638414368929
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44.0,4,Eliminated Week 5,8,3-27赛季（百分比结合法）.csv,1,6.0,5.0,5.0,,6.0,5.0,5.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,16.0,16.0,5.333333333333333,30.0,0.5333333333333333,3,False,percent,7.0,0.0946745562130177,5,10,3,False,5,True,False,False,-1.0,True,False,9,10,False,False,True,,False,Athlete,United States,Louisiana,LA,False,44,False,False,False,5.0,5,False,2,2,0,9.5,3.0,0.46,1,1,0,11.0,1.0,0.4,,,,,,,,,,,,,,,,Athlete,44.0,5.008403361344541,0.0,-0.1413915681106328
Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44.0,4,Eliminated Week 5,8,3-27赛季（百分比结合法）.csv,2,6.0,6.0,6.0,,6.0,6.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,18.0,18.0,6.0,30.0,0.6,3,False,percent,9.0,0.09,5,10,3,False,5,True,False,False,1.0,True,False,9,10,False,False,True,,False,Athlete,United States,Louisiana,LA,False,44,False,False,False,5.0,5,False,2,2,0,9.5,3.0,0.46,1,1,0,11.0,1.0,0.4,,,,,,,,,,,,,,,,Athlete,44.0,5.008403361344541,0.6931471805599453,-0.20325971310654767
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18.0,7,Eliminated Week 9,4,3-27赛季（百分比结合法）.csv,1,7.0,6.5,7.0,,7.0,6.5,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,20.5,20.5,6.833333333333333,30.0,0.6833333333333333,3,False,percent,6.0,0.0813492063492063,9,10,3,False,9,True,False,False,2.0,False,True,13,10,False,False,False,,False,Actor,United States,Texas,TX,False,18,False,False,False,9.0,9,False,4,4,1,5.0,7.75,0.7596179444444444,2,2,1,5.0,7.0,0.7563886666666666,percent,False,False,0.1074439309586959,0.0885388500561098,0.0022655182753686,0.3275975218672514,1.213522998878493,0.3253320035918828,0.3541,1.0,2.0,0.0110926998648463,0.19548,True,Actor,18.0,-20.99159663865546,0.0,0.06991112546983036
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18.0,7,Eliminated Week 9,4,3-27赛季（百分比结合法）.csv,2,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,21.0,21.0,7.0,30.0,0.7,3,False,percent,4.0,0.0950226244343891,9,10,3,False,9,True,False,False,0.0,False,True,11,10,False,False,False,,False,Actor,United States,Texas,TX,False,18,False,False,False,9.0,9,False,4,4,1,5.0,7.75,0.7596179444444444,2,2,1,5.0,7.0,0.7563886666666666,percent,False,False,0.1092263796746997,0.0712120801545099,0.0146723654418453,0.2864363391069064,1.5338181286704131,0.2717639736650611,0.5579,1.0,1.0,0.0088844471665214,0.31592,True,Actor,18.0,-20.99159663865546,0.6931471805599453,0.055504185713669774
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34.0,30,3rd Place,3,剩下赛季（排名结合法）.csv,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,False,False,False,4,4,4,False,False,False,True,finalist,False,False,24.0,24.0,6.0,40.0,0.6,4,False,rank,7.0,0.0764331210191082,10,10,4,True,10,True,False,False,4.0,True,False,13,10,False,False,True,,False,Other,United States,California,CA,False,34,False,False,False,,10,False,18,17,2,6.388888888888889,7.055555555555555,0.7307557335390946,16,15,2,6.1875,7.0625,0.7351470752314815,,,,,,,,,,,,,,,,Other,34.0,-4.991596638655459,0.0,0.010399298040475458
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34.0,30,3rd Place,3,剩下赛季（排名结合法）.csv,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,False,False,False,4,4,4,False,False,False,True,finalist,False,False,24.0,24.0,6.0,40.0,0.6,4,False,rank,9.0,0.0725075528700906,10,10,4,True,10,True,False,False,6.0,False,False,13,10,False,False,False,,False,Other,United States,California,CA,False,34,False,False,False,,10,False,18,17,2,6.388888888888889,7.055555555555555,0.7307557335390946,16,15,2,6.1875,7.0625,0.7351470752314815,rank,False,False,0.0907870936125211,0.0805480764174824,0.0009806088226686,0.3023648365913817,1.127116841738813,0.301384227768713,0.995,1.0,1.0,0.005,0.15372,True,Other,34.0,-4.991596638655459,0.6931471805599453,-0.04403082316720308
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24.0,17,2nd Place,2,3-27赛季（百分比结合法）.csv,1,8.0,8.0,8.0,,8.0,8.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,24.0,24.0,8.0,30.0,0.8,3,False,percent,2.0,0.1142857142857142,11,11,3,True,11,True,False,False,0.0,True,False,10,11,False,False,True,,False,Actor,United States,New York,NY,False,24,False,False,False,,11,False,16,16,1,6.125,7.0625,0.7436263869423401,13,13,1,5.846153846153846,7.153846153846154,0.7406696246438746,,,,,,,,,,,,,,,,Actor,24.0,-14.991596638655459,0.0,0.14948056749253658
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24.0,17,2nd Place,2,3-27赛季（百分比结合法）.csv,2,9.0,8.0,9.0,,9.0,8.0,9.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,26.0,26.0,8.666666666666666,30.0,0.8666666666666667,3,False,percent,1.0,0.1171171171171171,11,11,3,True,11,True,False,False,-1.0,False,False,10,11,False,False,False,,False,Actor,United States,New York,NY,False,24,False,False,False,,11,False,16,16,1,6.125,7.0625,0.7436263869423401,13,13,1,5.846153846153846,7.153846153846154,0.7406696246438746,percent,False,False,0.0997320685182783,0.089365925271536,0.0039696544134709,0.3327664083821607,1.1159965960587936,0.3287967539686898,0.6281,1.0,1.0,0.0065300756416299,0.28316,True,Actor,24.0,-14.991596638655459,0.6931471805599453,0.16809520833420066
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54.0,34,Eliminated Week 2,13,剩下赛季（排名结合法）.csv,1,4.0,5.0,,,4.0,5.0,,,False,False,False,False,2,2,2,True,False,False,True,eliminated,False,False,9.0,9.0,4.5,20.0,0.45,2,False,rank,12.0,0.0604026845637583,2,11,4,False,2,True,False,False,-1.0,True,False,13,11,False,False,True,,False,Actor,United States,California,CA,False,54,False,False,False,2.0,2,False,9,9,2,6.444444444444445,6.222222222222222,0.7192891208380098,8,8,2,5.625,6.75,0.7498252609427609,,,,,,,,,,,,,,,,Actor,54.0,15.008403361344541,0.0,-0.22865803500257398
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54.0,34,Eliminated Week 2,13,剩下赛季（排名结合法）.csv,2,5.0,5.0,5.0,,5.0,5.0,5.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,15.0,15.0,5.0,30.0,0.5,3,False,rank,13.0,0.05859375,2,11,4,False,2,True,False,False,0.0,False,True,13,11,False,False,False,,False,Actor,United States,California,CA,False,54,False,False,False,2.0,2,False,9,9,2,6.444444444444445,6.222222222222222,0.7192891208380098,8,8,2,5.625,6.75,0.7498252609427609,rank,False,True,0.0477151377256129,0.0489435652629028,0.0013383264545247,0.2692646347347416,0.9749011411779774,0.2679263082802168,0.9682,1.0,2.0,0.0336,0.108,True,Actor,54.0,15.008403361344541,0.6931471805599453,-0.2652359829510247
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50.0,16,Eliminated Week 5,9,3-27赛季（百分比结合法）.csv,1,4.0,4.0,4.0,,4.0,4.0,4.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,12.0,12.0,4.0,30.0,0.4,3,False,percent,10.0,0.06282722513089,5,10,4,False,5,True,False,False,1.0,True,False,10,10,False,False,True,,False,TV/Host,United States,Virginia,VA,False,50,False,False,False,5.0,5,False,18,17,2,6.388888888888889,7.055555555555555,0.7307557335390946,10,9,2,5.1,7.5,0.7697330796296296,,,,,,,,,,,,,,,,TV/Host,50.0,11.008403361344541,0.0,-0.4501533462903162
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50.0,16,Eliminated Week 5,9,3-27赛季（百分比结合法）.csv,2,5.0,5.0,6.0,,5.0,5.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,16.0,16.0,5.333333333333333,30.0,0.5333333333333333,3,False,percent,9.0,0.0776699029126213,5,10,4,False,5,True,False,False,0.0,False,False,10,10,False,False,False,,False,TV/Host,United States,Virginia,VA,False,50,False,False,False,5.0,5,False,18,17,2,6.388888888888889,7.055555555555555,0.7307557335390946,10,9,2,5.1,7.5,0.7697330796296296,percent,False,False,0.1051783734032348,0.0896719244872841,0.0041739853600169,0.3369417898121938,1.1729242333909884,0.3327678044521769,1.0,,0.0,0.0,0.37112,True,TV/Host,50.0,11.008403361344541,0.6931471805599453,-0.23566756196705496
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46.0,27,Eliminated Week 2,12,3-27赛季（百分比结合法）.csv,1,6.0,6.0,6.0,,6.0,6.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,18.0,18.0,6.0,30.0,0.6,3,False,percent,8.0,0.0837209302325581,2,9,3,False,2,True,False,False,-4.0,False,False,11,9,False,False,False,,False,Athlete,United States,New Mexico,NM,False,46,False,False,False,2.0,2,False,10,10,0,7.7,6.7,0.7650350228475229,6,6,0,7.833333333333333,6.166666666666667,0.747850529100529,percent,False,False,0.1227648357063518,0.1048038465562672,0.0039475096485924,0.3828086961718657,1.171377192947817,0.3788611865232733,0.506,1.0,1.0,0.0082289487789714,0.23964,True,Athlete,46.0,7.008403361344541,0.0,-0.07341331344404667
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46.0,27,Eliminated Week 2,12,3-27赛季（百分比结合法）.csv,2,6.5,6.0,6.0,,6.5,6.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,18.5,18.5,6.166666666666667,30.0,0.6166666666666667,3,False,percent,9.0,0.0839002267573696,2,9,3,False,2,True,False,False,-3.0,False,False,10,9,False,False,False,,False,Athlete,United States,New Mexico,NM,False,46,False,False,False,2.0,2,False,10,10,0,7.7,6.7,0.7650350228475229,6,6,0,7.833333333333333,6.166666666666667,0.747850529100529,percent,False,True,0.0441686025896617,0.0235821294589572,0.0082187869739494,0.0984990141206584,1.872969210827066,0.090280227146709,0.5532,1.0,1.0,0.0090357241119451,0.31344,True,Athlete,46.0,7.008403361344541,0.6931471805599453,-0.1668499990681922
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39.0,18,Eliminated Week 8,6,3-27赛季（百分比结合法）.csv,1,8.0,8.0,8.0,,8.0,8.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,24.0,24.0,8.0,30.0,0.8,3,False,percent,3.0,0.109090909090909,8,10,4,False,8,True,False,False,-3.0,False,False,10,10,False,False,False,,False,Actor,United States,California,CA,False,39,False,False,False,8.0,8,False,18,18,3,4.944444444444445,8.666666666666666,0.8502018910801133,4,4,0,5.25,8.25,0.8649877777777778,percent,False,False,0.119942774723353,0.1052550630029698,0.0048020732005273,0.3996382879796067,1.1395439913993908,0.3948362147790794,0.7349,1.0,1.0,0.0041337783285565,0.34404,True,Actor,39.0,0.008403361344541338,0.0,0.09996637505773354
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39.0,18,Eliminated Week 8,6,3-27赛季（百分比结合法）.csv,2,8.0,8.0,8.0,,8.0,8.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,24.0,24.0,8.0,30.0,0.8,3,False,percent,4.0,0.1194029850746268,8,10,4,False,8,True,False,False,-2.0,False,False,9,10,False,False,False,,False,Actor,United States,California,CA,False,39,False,False,False,8.0,8,False,18,18,3,4.944444444444445,8.666666666666666,0.8502018910801133,4,4,0,5.25,8.25,0.8649877777777778,percent,False,False,0.1260038974711183,0.0785407552102893,0.0175465764996515,0.3150847740816234,1.604312270404293,0.2975381975819718,1.0,,0.0,0.0,0.461,True,Actor,39.0,0.008403361344541338,0.6931471805599453,0.08312491270572098
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32.0,31,Eliminated Week 9,5,剩下赛季（排名结合法）.csv,1,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,False,False,False,False,4,4,4,False,False,False,True,eliminated,False,False,27.0,27.0,6.75,40.0,0.675,4,False,rank,6.0,0.074585635359116,9,10,4,False,9,True,False,False,1.0,False,False,15,10,False,False,False,,False,Actor,United States,Michigan,MI,False,32,False,False,False,9.0,9,False,6,6,0,10.0,5.0,0.610462962962963,2,2,0,10.5,6.0,0.5925,rank,False,False,0.0791004901051809,0.072420774105391,0.0029459153001601,0.2903643956766538,1.092234803798778,0.2874184803764936,0.9965,1.0,1.0,0.0036,0.11784,True,Actor,32.0,-6.991596638655459,0.0,0.12908666988242912
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32.0,31,Eliminated Week 9,5,剩下赛季（排名结合法）.csv,2,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,False,False,False,False,4,4,4,False,False,False,True,eliminated,False,False,29.0,29.0,7.25,40.0,0.725,4,False,rank,5.0,0.0749354005167958,9,10,4,False,9,True,False,False,0.0,False,False,14,10,False,False,False,,False,Actor,United States,Michigan,MI,False,32,False,False,False,9.0,9,False,6,6,0,10.0,5.0,0.610462962962963,2,2,0,10.5,6.0,0.5925,rank,False,False,0.0828806131168123,0.0609955712508075,0.0079422397504625,0.2503526310212982,1.3587972254597982,0.2424103912708356,0.9914,1.0,1.0,0.0089,0.18728,True,Actor,32.0,-6.991596638655459,0.6931471805599453,0.05514102297701484
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44.0,34,Eliminated Week 8,8,剩下赛季（排名结合法）.csv,1,6.0,6.0,,,6.0,6.0,,,False,False,False,False,2,2,2,True,False,False,True,eliminated,False,False,12.0,12.0,6.0,20.0,0.6,2,False,rank,5.0,0.0805369127516778,8,11,4,False,8,True,False,False,-3.0,True,False,13,11,False,False,True,,False,Actor,United States,California,CA,False,44,False,False,False,8.0,8,False,6,6,0,9.833333333333334,5.666666666666667,0.6607164015151515,5,5,0,10.2,5.2,0.6414013484848484,,,,,,,,,,,,,,,,Actor,44.0,5.008403361344541,0.0,0.05901989862027479
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44.0,34,Eliminated Week 8,8,剩下赛季（排名结合法）.csv,2,7.0,6.0,6.0,,7.0,6.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,19.0,19.0,6.333333333333333,30.0,0.6333333333333333,3,False,rank,9.0,0.07421875,8,11,4,False,8,True,False,False,1.0,False,True,13,11,False,False,False,,False,Actor,United States,California,CA,False,44,False,False,False,8.0,8,False,6,6,0,9.833333333333334,5.666666666666667,0.6607164015151515,5,5,0,10.2,5.2,0.6414013484848484,rank,False,False,0.0820753974627281,0.0598524024508429,0.0071823362169044,0.2325123045868315,1.3712966224372924,0.225329968369927,0.9682,1.0,2.0,0.0336,0.108,True,Actor,44.0,5.008403361344541,0.6931471805599453,-0.028850797814385487
Danny Amendola,Witney Carson,Athlete,Texas,United States,39.0,33,5th Place,5,剩下赛季（排名结合法）.csv,1,7.0,6.0,7.0,,7.0,6.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,20.0,20.0,6.666666666666667,30.0,0.6666666666666666,3,False,rank,5.0,0.0873362445414847,9,9,5,True,9,True,False,False,0.0,True,False,12,9,False,False,True,,False,Athlete,United States,Texas,TX,False,39,False,False,False,,9,False,13,13,1,5.230769230769231,7.846153846153846,0.7893434666537166,12,12,1,5.25,7.75,0.7858319654180695,,,,,,,,,,,,,,,,Athlete,39.0,0.008403361344541338,0.0,0.054499241529633924
Danny Amendola,Witney Carson,Athlete,Texas,United States,39.0,33,5th Place,5,剩下赛季（排名结合法）.csv,2,7.0,7.0,7.0,,7.0,7.0,7.0,,False,False,False,False,3,3,3,True,False,False,True,finalist,False,False,21.0,21.0,7.0,30.0,0.7,3,False,rank,5.0,0.0871369294605809,9,9,5,True,9,True,False,False,0.0,False,False,12,9,False,False,False,,False,Athlete,United States,Texas,TX,False,39,False,False,False,,9,False,13,13,1,5.230769230769231,7.846153846153846,0.7893434666537166,12,12,1,5.25,7.75,0.7858319654180695,rank,False,False,0.0913644810837318,0.0755656261740321,0.0028809273414976,0.2663890066592572,1.2090746227974931,0.2635080793177596,0.9832,1.0,1.0,0.0249,0.1686,True,Athlete,39.0,0.008403361344541338,0.6931471805599453,0.05406674531523947
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52.0,8,Eliminated Week 5,9,3-27赛季（百分比结合法）.csv,1,6.0,7.0,6.0,,6.0,7.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,19.0,19.0,6.333333333333333,30.0,0.6333333333333333,3,False,percent,5.0,0.094059405940594,5,11,2,False,5,True,False,False,-4.0,True,False,11,11,False,False,True,,False,Actor,United States,Michigan,MI,False,52,False,False,False,5.0,5,False,10,9,1,7.1,5.9,0.7322774714285714,4,4,0,6.0,6.75,0.73263875,,,,,,,,,,,,,,,,Actor,52.0,13.008403361344541,0.0,0.04932604474254276
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52.0,8,Eliminated Week 5,9,3-27赛季（百分比结合法）.csv,2,6.0,5.0,6.0,,6.0,5.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,17.0,17.0,5.666666666666667,30.0,0.5666666666666667,3,False,percent,10.0,0.0758928571428571,5,11,2,False,5,True,False,False,1.0,False,False,11,11,False,False,False,,False,Actor,United States,Michigan,MI,False,52,False,False,False,5.0,5,False,10,9,1,7.1,5.9,0.7322774714285714,4,4,0,6.0,6.75,0.73263875,percent,False,False,0.1117071689151745,0.0893870858371142,0.0070329156784526,0.3367370343870279,1.249701427718127,0.3297041187085753,0.5272,1.0,1.0,0.0073325936290306,0.23428,True,Actor,52.0,13.008403361344541,0.6931471805599453,-0.1713786833992983
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40.0,13,Eliminated Week 7,6,3-27赛季（百分比结合法）.csv,1,6.0,6.0,6.0,,6.0,6.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,18.0,18.0,6.0,30.0,0.6,3,False,percent,6.0,0.0891089108910891,7,10,3,False,7,True,False,False,0.0,False,False,11,10,False,False,False,,False,Actor,United States,Virginia,VA,False,40,False,False,False,7.0,7,False,10,9,1,7.1,5.9,0.7322774714285714,7,7,1,6.571428571428571,6.142857142857143,0.7151584285714286,percent,False,False,0.0928634415080736,0.0782235647117829,0.0027740824028944,0.2987633604568671,1.1871543023066822,0.2959892780539727,0.681,1.0,1.0,0.0048892268575802,0.24452,True,Actor,40.0,1.0084033613445413,0.0,-0.010338401428276356
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40.0,13,Eliminated Week 7,6,3-27赛季（百分比结合法）.csv,2,6.0,6.0,6.0,,6.0,6.0,6.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,18.0,18.0,6.0,30.0,0.6,3,False,percent,8.0,0.0891089108910891,7,10,3,False,7,True,False,False,2.0,True,False,10,10,False,False,True,,False,Actor,United States,Virginia,VA,False,40,False,False,False,7.0,7,False,10,9,1,7.1,5.9,0.7322774714285714,7,7,1,6.571428571428571,6.142857142857143,0.7151584285714286,,,,,,,,,,,,,,,,Actor,40.0,1.0084033613445413,0.6931471805599453,-0.11058134355263904
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58.0,11,Eliminated Week 1,12,3-27赛季（百分比结合法）.csv,1,5.0,5.0,5.0,,5.0,5.0,5.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,15.0,15.0,5.0,30.0,0.5,3,False,percent,9.0,0.073170731707317,1,10,3,False,1,True,False,False,-3.0,False,False,11,10,False,False,False,,False,Actor,United States,Maryland,MD,False,58,False,False,False,1.0,1,False,10,9,1,7.1,5.9,0.7322774714285714,6,6,1,5.666666666666667,7.0,0.7510181666666668,percent,False,True,0.0237370280161295,0.0207102840224301,0.0005175518807675,0.075693570073921,1.1461469034324487,0.0751760181931534,0.5771,1.0,1.0,0.007388963568282,0.22056,True,Actor,58.0,19.00840336134454,0.0,-0.2024386412456347
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40.0,24,2nd Place,2,3-27赛季（百分比结合法）.csv,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,False,False,False,4,4,4,False,False,False,True,finalist,False,False,28.0,28.0,7.0,40.0,0.7,4,False,percent,3.0,0.099644128113879,10,10,3,True,10,True,False,False,1.0,True,False,11,10,False,False,True,,False,Athlete,United States,Georgia,GA,False,40,False,False,False,,10,False,10,10,1,5.4,7.9,0.7581083438792688,4,4,0,4.5,9.25,0.7965696569865319,,,,,,,,,,,,,,,,Athlete,40.0,1.0084033613445413,0.0,0.10781505821526949
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40.0,24,2nd Place,2,3-27赛季（百分比结合法）.csv,2,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,False,False,False,False,4,4,4,False,False,False,True,finalist,False,False,27.0,27.0,6.75,40.0,0.675,4,False,percent,8.0,0.0891089108910891,10,10,3,True,10,True,False,False,6.0,False,False,11,10,False,False,False,,False,Athlete,United States,Georgia,GA,False,40,False,False,False,,10,False,10,10,1,5.4,7.9,0.7581083438792688,4,4,0,4.5,9.25,0.7965696569865319,percent,False,False,0.0825642512261913,0.0710811764022001,0.002721620893778,0.2641020885605393,1.161548743128016,0.2613804676667613,0.6234,1.0,1.0,0.0067241274631963,0.23856,True,Athlete,40.0,1.0084033613445413,0.6931471805599453,-0.012651819327708314
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36.0,27,Eliminated Week 7,7,3-27赛季（百分比结合法）.csv,1,8.0,7.0,8.0,,8.0,7.0,8.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,23.0,23.0,7.666666666666667,30.0,0.7666666666666667,3,False,percent,1.0,0.1069767441860465,7,9,3,False,7,True,False,False,-6.0,False,False,11,9,False,False,False,,False,Athlete,United States,Alabama,AL,False,36,False,False,False,7.0,7,False,10,10,1,5.4,7.9,0.7581083438792688,7,7,1,4.142857142857143,8.428571428571429,0.7911350301827802,percent,False,False,0.0867302254649505,0.0784327912673325,0.0025286262809785,0.2885670943847476,1.105790371003854,0.286038468103769,0.506,1.0,1.0,0.0082289487789714,0.23964,True,Athlete,36.0,-2.9915966386554587,0.0,0.17170654799822493
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36.0,27,Eliminated Week 7,7,3-27赛季（百分比结合法）.csv,2,8.0,7.5,8.0,,8.0,7.5,8.0,,False,False,False,False,3,3,3,True,False,False,True,eliminated,False,False,23.5,23.5,7.833333333333333,30.0,0.7833333333333333,3,False,percent,4.0,0.1065759637188208,7,9,3,False,7,True,False,False,-3.0,False,False,10,9,False,False,False,,False,Athlete,United States,Alabama,AL,False,36,False,False,False,7.0,7,False,10,10,1,5.4,7.9,0.7581083438792688,7,7,1,4.142857142857143,8.428571428571429,0.7911350301827802,percent,False,False,0.1008841750386897,0.0707785221030055,0.0127054763987007,0.279366811695948,1.4253501189151097,0.2666613352972473,0.5532,1.0,1.0,0.0090357241119451,0.31344,True,Athlete,36.0,-2.9915966386554587,0.6931471805599453,0.07237715408445577
