celebrity_name,season,ballroom_partner,celebrity_industry,celebrity_industry_clean,celebrity_homecountry_clean,celebrity_homestate_abbr,is_foreign,celebrity_age_during_season,results,placement,combine_method,is_withdrawn,last_week_active,season_mean_score_percentage,season_judge_rank,score_rank_discrepancy
Jordan Chiles,34,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Athlete,United States,TX,False,24.0,3rd Place,3,rank,False,11,0.8588381818181818,3.0,0.0
Jordan Fisher,25,Lindsay Arnold,Actor/Actress,Actor,United States,AL,False,23.0,1st Place,1,percent,False,10,0.9175000000000001,1.0,0.0
Jordin Sparks,31,Brandon Armstrong,Singer/Rapper,Musician,United States,AZ,False,32.0,Eliminated Week 7,9,rank,False,7,0.7857142857142857,8.0,-1.0
Joseph Baena,31,Daniella Karagach,Actor/Actress,Actor,United States,CA,False,24.0,Eliminated Week 5,11,rank,False,5,0.695,10.0,-1.0
Josh Norman,26,Sharna Burgess,Athlete,Athlete,United States,SC,False,30.0,2nd Place,2,percent,False,4,0.871875,2.0,0.0
Josie Maran,5,Alec Mazo,Model,Model,United States,CA,False,29.0,Eliminated Week 1,12,percent,False,1,0.5333333333333333,8.0,-4.0
Justina Machado,29,Sasha Farber,Actor/Actress,Actor,United States,IL,False,48.0,4th Place,4,rank,False,11,0.8363624242424244,2.0,-2.0
Karamo Brown,28,Jenna Johnson,TV Personality,Reality TV Star,United States,TX,False,38.0,Eliminated Week 7,8,rank,False,7,0.6833333333333333,8.0,0.0
Kareem Abdul-Jabbar,26,Lindsay Arnold,Athlete,Athlete,United States,NY,False,71.0,Eliminated Week 2,8,percent,False,2,0.6520833333333333,8.0,0.0
Kate Flannery,28,Pasha Pashkov,Actor/Actress,Actor,United States,PA,False,55.0,Eliminated Week 8,7,rank,False,8,0.7520825,6.0,-1.0
Kate Gosselin,10,Tony Dovolani,TV Personality,Reality TV Star,United States,PA,False,35.0,Eliminated Week 5,8,percent,False,5,0.5133333333333333,8.0,0.0
Kathy Ireland,9,Tony Dovolani,Model,Model,United States,CA,False,46.0,Eliminated Week 2,14,percent,False,2,0.6333316666666666,10.0,-4.0
Kel Mitchell,28,Witney Carson,Actor/Actress,Actor,United States,IL,False,41.0,2nd Place,2,rank,False,11,0.828029696969697,4.0,2.0
Kellie Pickler,16,Derek Hough,Singer/Rapper,Musician,United States,NC,False,26.0,1st Place,1,percent,False,10,0.8916666666666666,2.0,1.0
Kelly Monaco,1,Alec Mazo,Actor/Actress,Actor,United States,PA,False,29.0,1st Place,1,rank,False,6,0.7111111111111111,2.0,1.0
Kelly Monaco,15,Valentin Chmerkovskiy,Actor/Actress,Actor,United States,PA,False,36.0,3rd Place,3,percent,False,10,0.906434,4.0,1.0
Kendra Wilkinson,12,Louis van Amstel,TV Personality,Reality TV Star,United States,CA,False,25.0,Eliminated Week 7,6,percent,False,7,0.7041666666666666,6.0,0.0
Kenny Mayne,2,Andrea Hale,Sports Broadcaster,TV/Host,United States,WA,False,46.0,Eliminated Week 1,10,rank,False,1,0.43333333333333335,8.0,-2.0
Kenya Moore,30,Brandon Armstrong,TV Personality,Reality TV Star,United States,MI,False,50.0,Eliminated Week 6,10,rank,False,6,0.7312500000000001,10.0,0.0
Keyshawn Johnson,17,Sharna Burgess,Athlete,Athlete,United States,CA,False,41.0,Eliminated Week 2,12,percent,False,2,0.5833333333333333,9.0,-3.0
Kim Fields,22,Sasha Farber,Actor/Actress,Actor,United States,NY,False,46.0,Eliminated Week 7,8,percent,False,7,0.7428571428571429,8.0,0.0
Kim Kardashian,7,Mark Ballas,TV Personality,Reality TV Star,United States,CA,False,27.0,Eliminated Week 2,11,percent,False,2,0.5916666666666667,11.0,0.0
Kim Zolciak-Biermann,21,Tony Dovolani,TV Personality,Reality TV Star,United States,FL,False,37.0,Withdrew,11,percent,True,2,0.5083333333333333,10.0,-1.0
Kirstie Alley,12,Maksim Chmerkoskiy,Actor/Actress,Actor,United States,KS,False,60.0,2nd Place,2,percent,False,10,0.7966663333333333,2.0,0.0
Kirstie Alley,15,Maksim Chmerkoskiy,Actor/Actress,Actor,United States,KS,False,61.0,Eliminated Week 8,7,percent,False,8,0.80729125,7.0,0.0
Kristi Yamaguchi,6,Mark Ballas,Athlete,Athlete,United States,CA,False,36.0,1st Place,1,percent,False,10,0.9400000000000001,1.0,0.0
Kristin Cavallari,13,Mark Ballas,TV Personality,Reality TV Star,United States,CO,False,24.0,Eliminated Week 3,10,percent,False,3,0.7222222222222222,7.0,-3.0
Kurt Warner,11,Anna Trebunskaya,Athlete,Athlete,United States,IA,False,39.0,Eliminated Week 8,5,percent,False,8,0.7343745833333334,6.0,1.0
Kyle Massey,11,Lacey Schwimmer,Actor/Actress,Actor,United States,GA,False,19.0,2nd Place,2,percent,False,10,0.8248603333333333,3.0,1.0
Laila Ali,4,Maksim Chmerkoskiy,Athlete,Athlete,United States,FL,False,29.0,3rd Place,3,percent,False,10,0.8744440000000001,3.0,0.0
Lamar Odom,28,Peta Murgatroyd,Athlete,Athlete,United States,NY,False,39.0,Eliminated Week 4,10,rank,False,4,0.4166666666666667,12.0,2.0
Lance Bass,7,Lacey Schwimmer,Singer/Rapper,Musician,United States,MS,False,29.0,3rd Place,3,percent,False,10,0.8116666666666668,2.0,-1.0
Lauren Alaina,28,Gleb Savchenko,Singer/Rapper,Musician,United States,GA,False,24.0,4th Place,4,rank,False,11,0.7992424242424242,5.0,1.0
Lauren Jauregui,34,Brandon Armstrong,Singer/Rapper,Musician,United States,FL,False,29.0,Eliminated Week 3,12,rank,False,3,0.65,10.0,-2.0
Laurie Hernandez,23,Valentin Chmerkovskiy,Athlete,Athlete,United States,NJ,False,16.0,1st Place,1,percent,False,11,0.9140148484848485,1.0,0.0
Lawrence Taylor,8,Edyta Sliwinska,Athlete,Athlete,United States,VA,False,50.0,Eliminated Week 7,7,percent,False,7,0.6571428571428571,7.0,0.0
Lea Thompson,19,Artem Chigvintsev,Actor/Actress,Actor,United States,MN,False,53.0,Eliminated Week 9,6,percent,False,9,0.8472222222222222,5.0,-1.0
Leah Remini,17,Tony Dovolani,Actor/Actress,Actor,United States,NY,False,43.0,Eliminated Week 10,5,percent,False,10,0.8295830000000001,6.0,1.0
Leeza Gibbons,4,Tony Dovolani,TV Personality,Reality TV Star,United States,SC,False,50.0,Eliminated Week 4,9,percent,False,4,0.6333333333333333,7.0,-2.0
Lil' Kim,8,Derek Hough,Singer/Rapper,Musician,United States,NY,False,34.0,Eliminated Week 9,5,percent,False,9,0.8518518518518519,3.0,-2.0
Lindsey Stirling,25,Mark Ballas,Musician,Musician,United States,CA,False,31.0,2nd Place,2,percent,False,10,0.8883333333333333,2.0,0.0
Lisa Rinna,2,Louis van Amstel,Actor/Actress,Actor,United States,CA,False,42.0,Eliminated Week 7,4,rank,False,7,0.8023809523809524,3.0,-1.0
Lolo Jones,19,Keo Motsepe,Athlete,Athlete,United States,IA,False,32.0,Eliminated Week 1,13,percent,False,1,0.55,11.0,-2.0
Louie Vito,9,Chelsie Hightower,Athlete,Athlete,United States,OH,False,21.0,Eliminated Week 6,8,percent,False,6,0.71111,7.0,-1.0
Macy Gray,9,Jonathan Roberts,Singer/Rapper,Musician,United States,OH,False,42.0,Eliminated Week 1,15,percent,False,1,0.6333300000000001,11.0,-4.0
Margaret Cho,11,Louis van Amstel,Comedian,TV/Host,United States,CA,False,41.0,Eliminated Week 3,10,percent,False,3,0.5666666666666667,8.0,-2.0
Maria Menounos,14,Derek Hough,TV Personality,Reality TV Star,United States,MA,False,33.0,Eliminated Week 9,4,percent,False,9,0.8907403703703705,2.0,-2.0
Marie Osmond,5,Jonathan Roberts,Singer/Rapper,Musician,United States,UT,False,47.0,3rd Place,3,percent,False,10,0.8083333333333333,3.0,0.0
Marilu Henner,23,Derek Hough,Actor/Actress,Actor,United States,IL,False,64.0,Eliminated Week 9,6,percent,False,9,0.7740740740740741,5.0,-1.0
Mario,6,Karina Smirnoff,Singer/Rapper,Musician,United States,MD,False,21.0,Eliminated Week 8,5,percent,False,8,0.8416666666666667,3.0,-2.0
Mario Lopez,3,Karina Smirnoff,Actor/Actress,Actor,United States,CA,False,32.0,2nd Place,2,percent,False,10,0.8955553333333333,1.0,-1.0
Marissa Jaret Winokur,6,Tony Dovolani,Actor/Actress,Actor,United States,NY,False,35.0,Eliminated Week 9,4,percent,False,9,0.7740740740740741,5.0,1.0
Mark Cuban,5,Kym Johnson,TV Personality,Reality TV Star,United States,PA,False,49.0,Eliminated Week 5,8,percent,False,5,0.6799999999999999,6.0,-2.0
Mark Dacascos,9,Lacey Schwimmer,Actor/Actress,Actor,United States,HI,False,45.0,Eliminated Week 7,6,percent,False,7,0.8071419047619047,4.0,-2.0
Marla Maples,22,Tony Dovolani,TV Personality,Reality TV Star,United States,GA,False,52.0,Eliminated Week 4,10,percent,False,4,0.6916666666666667,9.0,-1.0
Marlee Matlin,6,Fabian Sanchez,Actor/Actress,Actor,United States,IL,False,42.0,Eliminated Week 6,7,percent,False,6,0.7444444444444445,7.0,0.0
Martin Kove,30,Britt Stewart,Actor/Actress,Actor,United States,NY,False,75.0,Eliminated Week 2,15,rank,False,2,0.35,13.0,-2.0
Mary Lou Retton,27,Sasha Farber,Athlete,Athlete,United States,WV,False,50.0,Eliminated Week 6,9,percent,False,6,0.7888888888888889,5.0,-4.0
Mary Wilson,28,Brandon Armstrong,Singer/Rapper,Musician,United States,NV,False,75.0,Eliminated Week 2,12,rank,False,2,0.5333333333333333,10.0,-2.0
Master P,2,Ashly DelGrosso,Singer/Rapper,Musician,United States,LA,False,35.0,Eliminated Week 4,7,rank,False,4,0.4166666666666667,9.0,2.0
Matt James,30,Lindsay Arnold,Athlete,Athlete,United States,NC,False,29.0,Eliminated Week 4,12,rank,False,4,0.6322916666666667,11.0,-1.0
Matt Walsh,32,Koko Iwasaki,Comedian,TV/Host,United States,IL,False,58.0,Eliminated Week 1,14,rank,False,1,0.4,11.0,-3.0
Maureen McCormick,23,Artem Chigvintsev,Actor/Actress,Actor,United States,CA,False,60.0,Eliminated Week 7,8,percent,False,7,0.7285714285714285,6.0,-2.0
Maurice Greene,7,Cheryl Burke,Athlete,Athlete,United States,KS,False,34.0,Eliminated Week 8,5,percent,False,8,0.7479166666666667,5.0,0.0
Melissa Gilbert,14,Maksim Chmerkoskiy,Actor/Actress,Actor,United States,CA,False,47.0,Eliminated Week 8,5,percent,False,8,0.7749999999999999,5.0,0.0
Melissa Joan Hart,9,Mark Ballas,Actor/Actress,Actor,United States,NY,False,33.0,Eliminated Week 6,9,percent,False,6,0.7611105555555556,6.0,-3.0
Melissa Rycroft,8,Tony Dovolani,TV Personality,Reality TV Star,United States,TX,False,26.0,3rd Place,3,percent,False,11,0.8893939393939394,1.0,-2.0
Melissa Rycroft,15,Tony Dovolani,TV Personality,Reality TV Star,United States,TX,False,29.0,1st Place,1,percent,False,10,0.9470356666666666,1.0,0.0
Melora Hardin,30,Artem Chigvintsev,Actor/Actress,Actor,United States,TX,False,54.0,Eliminated Week 9,6,rank,False,9,0.850462962962963,3.0,-3.0
Meryl Davis,18,Maksim Chmerkoskiy,Athlete,Athlete,United States,MI,False,27.0,1st Place,1,percent,False,10,0.9358333333333334,1.0,0.0
Metta World Peace (Ron),13,Peta Murgatroyd,Athlete,Athlete,United States,NY,False,31.0,Eliminated Week 1,12,percent,False,1,0.4666666666666667,11.0,-1.0
Michael Bolton,11,Chelsie Hightower,Singer/Rapper,Musician,United States,CT,False,57.0,Eliminated Week 2,11,percent,False,2,0.4666666666666667,11.0,0.0
Michael Irvin,9,Anna Demidova,Athlete,Athlete,United States,FL,False,43.0,Eliminated Week 7,7,percent,False,7,0.6452371428571428,9.0,2.0
Michael Sam,20,Peta Murgatroyd,Athlete,Athlete,United States,TX,False,25.0,Eliminated Week 4,10,percent,False,4,0.675,7.0,-3.0
Michael Waltrip,19,Emma Slater,Racing Driver,Athlete,United States,KY,False,51.0,Eliminated Week 8,7,percent,False,8,0.640625,10.0,3.0
"Mike ""The Miz"" Mizanin",30,Witney Carson,Athlete,Athlete,United States,OH,False,40.0,Eliminated Week 7,9,rank,False,7,0.7494047619047619,9.0,0.0
Mike Catherwood,12,Lacey Schwimmer,Radio Personality,TV/Host,United States,CA,False,32.0,Eliminated Week 2,11,percent,False,2,0.5,9.0,-2.0
Milo Manheim,27,Witney Carson,Actor/Actress,Actor,United States,CA,False,17.0,2nd Place,2,percent,False,9,0.9092592592592593,1.0,-1.0
Mira Sorvino,32,Gleb Savchenko,Actor/Actress,Actor,United States,NY,False,55.0,Eliminated Week 5,10,rank,False,5,0.65,7.0,-3.0
Mirai Nagasu,26,Alan Bersten,Athlete,Athlete,United States,CA,False,25.0,Eliminated Week 3,4,percent,False,3,0.8555555555555556,3.0,-1.0
Misty May-Treanor,7,Maksim Chmerkoskiy,Athlete,Athlete,United States,CA,False,31.0,Withdrew,10,percent,True,2,0.7,8.0,-2.0
Monica Aldama,29,Valentin Chmerkovskiy,TV Personality,Reality TV Star,United States,AL,False,48.0,Eliminated Week 7,10,rank,False,7,0.7380952380952381,7.0,-3.0
Monique Coleman,3,Louis van Amstel,Actor/Actress,Actor,United States,SC,False,25.0,Eliminated Week 8,4,percent,False,8,0.83125,4.0,0.0
Mr. T,24,Kym Herjavec,Actor/Actress,Actor,United States,IL,False,64.0,Eliminated Week 4,10,percent,False,4,0.5875,10.0,0.0
Mya,9,Dmitry Chaplin,Singer/Rapper,Musician,United States,DC,False,29.0,2nd Place,2,percent,False,10,0.9477766666666666,1.0,-1.0
Nancy Grace,13,Tristan MacManus,TV Personality,Reality TV Star,United States,GA,False,51.0,Eliminated Week 8,5,percent,False,8,0.7041666666666666,8.0,3.0
Nancy Kerrigan,24,Artem Chigvintsev,Athlete,Athlete,United States,MA,False,47.0,Eliminated Week 7,7,percent,False,7,0.8125,5.0,-2.0
Nancy McKeon,27,Valentin Chmerkovskiy,Actor/Actress,Actor,United States,NY,False,52.0,Eliminated Week 3,11,percent,False,3,0.6888888888888888,8.0,-3.0
Natalie Coughlin,9,Alec Mazo,Athlete,Athlete,United States,CA,False,27.0,Eliminated Week 5,10,percent,False,5,0.7999986666666666,5.0,-5.0
NeNe Leakes,18,Tony Dovolani,TV Personality,Reality TV Star,United States,NY,False,46.0,Eliminated Week 7,7,percent,False,7,0.7892857142857144,7.0,0.0
Nelly,29,Daniella Karagach,Singer/Rapper,Musician,United States,TX,False,45.0,3rd Place,3,rank,False,11,0.7651515151515151,6.0,3.0
Nev Schulman,29,Jenna Johnson,Producer,Other,United States,NY,False,35.0,2nd Place,2,rank,False,11,0.8787872727272728,1.0,-1.0
Nick Carter,21,Sharna Burgess,Singer/Rapper,Musician,United States,NY,False,35.0,2nd Place,2,percent,False,11,0.9106060606060606,1.0,-1.0
Nick Lachey,25,Peta Murgatroyd,Singer/Rapper,Musician,United States,KY,False,43.0,Eliminated Week 6,9,percent,False,6,0.6749999999999999,8.0,-1.0
Nick Viall,24,Peta Murgatroyd,TV Personality,Reality TV Star,United States,WI,False,36.0,Eliminated Week 7,6,percent,False,7,0.7267857142857144,7.0,1.0
Nicole Scherzinger,10,Derek Hough,Singer/Rapper,Musician,United States,HI,False,31.0,1st Place,1,percent,False,10,0.9359253333333333,1.0,0.0
Niecy Nash,10,Louis van Amstel,Actor/Actress,Actor,United States,CA,False,40.0,Eliminated Week 8,5,percent,False,8,0.6999991666666666,6.0,1.0
Nikki Bella,25,Artem Chigvintsev,Athlete,Athlete,United States,CA,False,33.0,Eliminated Week 7,8,percent,False,7,0.7738095238095238,5.0,-3.0
Nikki Glaser,27,Gleb Savchenko,Comedian,TV/Host,United States,OH,False,34.0,Eliminated Week 1,13,percent,False,1,0.5833333333333334,11.0,-2.0
Noah Galloway,20,Sharna Burgess,Motivational Speaker,Other,United States,AL,False,33.0,3rd Place,3,percent,False,10,0.8012499999999999,4.0,1.0
Normani,24,Valentin Chmerkovskiy,Singer/Rapper,Musician,United States,GA,False,20.0,3rd Place,3,percent,False,10,0.8970830000000001,1.0,-2.0
Nyle DiMarco,22,Peta Murgatroyd,Model,Model,United States,NY,False,26.0,1st Place,1,percent,False,10,0.8691660000000001,2.0,1.0
Olivia Jade,30,Valentin Chmerkovskiy,Social Media Personality,Reality TV Star,United States,CA,False,21.0,Eliminated Week 8,8,rank,False,8,0.8406250000000001,5.0,-3.0
Paige VanZant,22,Mark Ballas,Athlete,Athlete,United States,OR,False,22.0,2nd Place,2,percent,False,10,0.869722,1.0,-1.0
Patti LaBelle,20,Artem Chigvintsev,Singer/Rapper,Musician,United States,PA,False,70.0,Eliminated Week 6,8,percent,False,6,0.6916666666666668,6.0,-2.0
Paula Deen,21,Louis van Amstel,TV Personality,Reality TV Star,United States,GA,False,68.0,Eliminated Week 6,9,percent,False,6,0.5777777777777778,8.0,-1.0
Penn Jillette,6,Kym Johnson,Magician,Other,United States,MA,False,53.0,Eliminated Week 2,12,percent,False,2,0.55,10.0,-2.0
Phaedra Parks,33,Val Chmerkovskiy,TV Personality,Reality TV Star,United States,GA,False,51.0,Eliminated Week 5,8,rank,False,5,0.7266666666666667,8.0,0.0
Priscilla Presley,6,Louis van Amstel,Actor/Actress,Actor,United States,NY,False,62.0,Eliminated Week 5,8,percent,False,5,0.76,6.0,-2.0
Ralph Macchio,12,Karina Smirnoff,Actor/Actress,Actor,United States,NY,False,49.0,Eliminated Week 9,4,percent,False,9,0.7731481481481481,4.0,0.0
Randy Couture,19,Karina Smirnoff,Athlete,Athlete,United States,WA,False,51.0,Eliminated Week 3,11,percent,False,3,0.7083333333333334,8.0,-3.0
Rashad Jennings,24,Emma Slater,Athlete,Athlete,United States,VA,False,32.0,1st Place,1,percent,False,10,0.8791665,3.0,2.0
Ray Lewis,28,Cheryl Burke,Athlete,Athlete,United States,FL,False,44.0,Withdrew,11,rank,True,2,0.5,11.0,0.0
Redfoo,20,Emma Slater,Singer/Rapper,Musician,United States,CA,False,39.0,Eliminated Week 2,12,percent,False,2,0.6625000000000001,9.0,-3.0
Reginald VelJohnson,33,Emma Slater,Actor/Actress,Actor,United States,NY,False,74.0,Eliminated Week 3,10,rank,False,3,0.5194444444444445,12.0,2.0
Rick Perry,23,Emma Slater,Politician,Politician,United States,TX,False,66.0,Eliminated Week 3,12,percent,False,3,0.5416666666666666,12.0,0.0
Ricki Lake,13,Derek Hough,Actor/Actress,Actor,United States,NY,False,42.0,3rd Place,3,percent,False,10,0.886666,1.0,-2.0
Riker Lynch,20,Allison Holker,Actor/Actress,Actor,United States,CO,False,23.0,2nd Place,2,percent,False,10,0.9075,1.0,-1.0
Rob Kardashian,13,Cheryl Burke,TV Personality,Reality TV Star,United States,CA,False,24.0,2nd Place,2,percent,False,10,0.8127766666666666,3.0,1.0
Rocco DiSpirito,7,Karina Smirnoff,TV Personality,Reality TV Star,United States,NY,False,41.0,Eliminated Week 4,9,percent,False,4,0.5958333333333333,10.0,1.0
Romeo,12,Chelsie Hightower,Singer/Rapper,Musician,United States,LA,False,21.0,Eliminated Week 8,5,percent,False,8,0.78125,3.0,-2.0
Roshon Fegan,14,Chelsie Hightower,Actor/Actress,Actor,United States,CA,False,20.0,Eliminated Week 8,6,percent,False,8,0.8666658333333334,3.0,-3.0
Rumer Willis,20,Valentin Chmerkovskiy,Actor/Actress,Actor,United States,KY,False,26.0,1st Place,1,percent,False,10,0.90625,2.0,1.0
Ryan Lochte,23,Cheryl Burke,Athlete,Athlete,United States,NY,False,32.0,Eliminated Week 8,7,percent,False,8,0.725,7.0,0.0
Sabrina Bryan,5,Mark Ballas,Actor/Actress,Actor,United States,CA,False,23.0,Eliminated Week 6,7,percent,False,6,0.9,1.0,-6.0
Sabrina Bryan,15,Louis van Amstel,Actor/Actress,Actor,United States,CA,False,28.0,Eliminated Week 6,8,percent,False,6,0.8881944444444444,6.0,-2.0
Sadie Robertson,19,Mark Ballas,TV Personality,Reality TV Star,United States,LA,False,17.0,2nd Place,2,percent,False,11,0.8791663636363637,4.0,2.0
Sailor Brinkley-Cook,28,Valentin Chmerkovskiy,Model,Model,United States,NY,False,21.0,Eliminated Week 6,9,rank,False,6,0.7402777777777777,7.0,-2.0
Sam Champion,31,Cheryl Burke,News Anchor,TV/Host,United States,KY,False,61.0,Eliminated Week 4,13,rank,False,4,0.6,12.0,-1.0
Sara Evans,3,Tony Dovolani,Singer/Rapper,Musician,United States,MO,False,35.0,Withdrew,6,percent,True,5,0.7,7.0,1.0
Scott Hoying,34,Rylee Arnold,Singer/Rapper,Musician,United States,CA,False,34.0,Eliminated Week 6,10,rank,False,6,0.6638888888888889,9.0,-1.0
Sean Lowe,16,Peta Murgatroyd,TV Personality,Reality TV Star,United States,TX,False,29.0,Eliminated Week 8,6,percent,False,8,0.7166666666666667,5.0,-1.0
Sean Spicer,28,Lindsay Arnold,Politician,Politician,United States,NY,False,48.0,Eliminated Week 9,6,rank,False,9,0.587037037037037,9.0,3.0
Selma Blair,31,Sasha Farber,Actor/Actress,Actor,United States,MI,False,50.0,Withdrew,12,rank,True,5,0.78,9.0,-3.0
Shandi Finnessey,4,Brian Fortuna,Beauty Pagent,Model,United States,MO,False,28.0,Eliminated Week 3,10,percent,False,3,0.6666666666666666,5.0,-5.0
Shangela,31,Gleb Savchenko,TV Personality,Reality TV Star,United States,TX,False,40.0,4th Place,4,rank,False,10,0.8637499999999999,4.0,0.0
Shanna Moakler,3,Jesse DeSoto,Model,Model,United States,RI,False,31.0,Eliminated Week 2,10,percent,False,2,0.6666666666666666,8.0,-2.0
Shannen Doherty,10,Mark Ballas,Actor/Actress,Actor,United States,TN,False,38.0,Eliminated Week 2,11,percent,False,2,0.6333333333333333,7.0,-4.0
Shannon Elizabeth,6,Derek Hough,Actor/Actress,Actor,United States,TX,False,34.0,Eliminated Week 7,6,percent,False,7,0.8071428571428572,4.0,-2.0
Shawn Johnson,8,Mark Ballas,Athlete,Athlete,United States,IA,False,17.0,1st Place,1,percent,False,11,0.881818181818182,2.0,1.0
Shawn Johnson,15,Derek Hough,Athlete,Athlete,United States,IA,False,20.0,2nd Place,2,percent,False,10,0.945508,2.0,0.0
Sherri Sheperd,14,Valentin Chmerkovskiy,Actor/Actress,Actor,United States,IL,False,44.0,Eliminated Week 4,10,percent,False,4,0.7583333333333333,6.0,-4.0
Simone Biles,24,Sasha Farber,Athlete,Athlete,United States,OH,False,20.0,Eliminated Week 9,4,percent,False,9,0.8791666666666667,2.0,-2.0
Skai Jackson,29,Alan Bersten,Actor/Actress,Actor,United States,NY,False,18.0,Eliminated Week 10,5,rank,False,10,0.7849986666666666,4.0,-1.0
Stacy Keibler,2,Tony Dovolani,Athlete,Athlete,United States,MD,False,26.0,3rd Place,3,rank,False,8,0.9173604166666667,1.0,-2.0
Stephen Nedoroscik,33,Rylee Arnold,Athlete,Athlete,United States,FL,False,26.0,4th Place,4,rank,False,9,0.837037037037037,3.0,-1.0
Steve Guttenberg,6,Anna Trebunskaya,Actor/Actress,Actor,United States,NY,False,49.0,Eliminated Week 3,10,percent,False,3,0.611111111111111,9.0,-1.0
Steve Wozniak,8,Karina Smirnoff,Entrepreneur,Other,United States,CA,False,58.0,Eliminated Week 4,10,percent,False,4,0.43333333333333335,11.0,1.0
Sugar Ray Leonard,12,Anna Trebunskaya,Athlete,Athlete,United States,NC,False,54.0,Eliminated Week 4,9,percent,False,4,0.625,7.0,-2.0
Suni Lee,30,Sasha Farber,Athlete,Athlete,United States,MN,False,18.0,Eliminated Week 9,5,rank,False,9,0.8430555555555556,4.0,-1.0
Susan Lucci,7,Tony Dovolani,Actor/Actress,Actor,United States,NY,False,61.0,Eliminated Week 7,6,percent,False,7,0.730952380952381,7.0,1.0
Suzanne Somers,20,Tony Dovolani,Actor/Actress,Actor,United States,CA,False,68.0,Eliminated Week 5,9,percent,False,5,0.6699999999999999,8.0,-1.0
Tamar Braxton,21,Valentin Chmerkovskiy,Singer/Rapper,Musician,United States,MD,False,38.0,Withdrew,5,percent,True,9,0.8537037037037037,3.0,-2.0
Tatum O'Neal,2,Nick Kosovich,Actor/Actress,Actor,United States,CA,False,42.0,Eliminated Week 2,9,rank,False,2,0.6666666666666667,7.0,-2.0
Tavis Smiley,19,Sharna Burgess,Radio Personality,TV/Host,United States,MS,False,50.0,Eliminated Week 2,12,percent,False,2,0.7124999999999999,7.0,-5.0
Ted McGinley,7,Inna Brayer,Actor/Actress,Actor,United States,CA,False,50.0,Eliminated Week 1,12,percent,False,1,0.6166666666666667,9.0,-3.0
Teresa Giudice,31,Pasha Pashkov,TV Personality,Reality TV Star,United States,NJ,False,50.0,Eliminated Week 2,15,rank,False,2,0.5375,14.0,-1.0
Terra Jole,23,Sasha Farber,TV Personality,Reality TV Star,United States,TX,False,36.0,Eliminated Week 10,5,percent,False,10,0.8245833333333333,4.0,-1.0
Terrell Owens,25,Cheryl Burke,Athlete,Athlete,United States,AL,False,43.0,Eliminated Week 8,6,percent,False,8,0.759375,6.0,0.0
The Situation,11,Karina Smirnoff,TV Personality,Reality TV Star,United States,NY,False,28.0,Eliminated Week 4,9,percent,False,4,0.5583333333333333,9.0,0.0
Tia Carrere,2,Maksim Chmerkoskiy,Actor/Actress,Actor,United States,HI,False,39.0,Eliminated Week 5,6,rank,False,5,0.7666666666666666,4.0,-2.0
Tinashe,27,Brandon Armstrong,Singer/Rapper,Musician,United States,KY,False,25.0,Eliminated Week 4,10,percent,False,4,0.8500000000000001,3.0,-7.0
Tom DeLay,9,Cheryl Burke,Politician,Politician,United States,TX,False,62.0,Withdrew,13,percent,True,3,0.5888877777777778,14.0,1.0
Toni Braxton,7,Alec Mazo,Singer/Rapper,Musician,United States,MD,False,40.0,Eliminated Week 5,8,percent,False,5,0.7433333333333334,6.0,-2.0
Tonya Harding,26,Sasha Farber,Athlete,Athlete,United States,OR,False,47.0,3rd Place,3,percent,False,4,0.85,4.0,1.0
Tori Spelling,33,Pasha Pashkov,Actor/Actress,Actor,United States,CA,False,51.0,Eliminated Week 2,12,rank,False,2,0.6,10.0,-2.0
Trevor Donovan,31,Emma Slater,Actor/Actress,Actor,United States,CA,False,39.0,Eliminated Week 9,6,rank,False,9,0.7958333333333333,7.0,1.0
Trista Sutter,1,Louis van Amstel,TV Personality,Reality TV Star,United States,IN,False,32.0,Eliminated Week 2,6,rank,False,2,0.6166666666666667,4.0,-2.0
Tucker Carlson,3,Elena Grinenko,TV Personality,Reality TV Star,United States,CA,False,37.0,Eliminated Week 1,11,percent,False,1,0.4,10.0,-1.0
Ty Murray,8,Chelsie Hightower,Athlete,Athlete,United States,AZ,False,39.0,Eliminated Week 10,4,percent,False,10,0.7266666666666667,5.0,1.0
Tyson Beckford,32,Jenna Johnson,Model,Model,United States,NY,False,52.0,Eliminated Week 3,12,rank,False,3,0.5,10.0,-2.0
Valerie Harper,17,Tristan MacManus,Actor/Actress,Actor,United States,NY,False,74.0,Eliminated Week 4,10,percent,False,4,0.6166666666666667,8.0,-2.0
Vanilla Ice,23,Witney Carson,Singer/Rapper,Musician,United States,TX,False,48.0,Eliminated Week 4,10,percent,False,4,0.6541666666666667,10.0,0.0
Veron Davis,29,Peta Murgatroyd,Athlete,Athlete,United States,DC,False,36.0,Eliminated Week 6,11,rank,False,6,0.6722222222222222,10.0,-1.0
Victor Ortiz,16,Lindsay Arnold,Athlete,Athlete,United States,KS,False,26.0,Eliminated Week 6,8,percent,False,6,0.6555555555555556,6.0,-2.0
Victoria Arlen,25,Valentin Chmerkovskiy,Athlete,Athlete,United States,,False,22.0,Eliminated Week 9,5,percent,False,9,0.8175925925925926,4.0,-1.0
Vinny Guadagnino,31,Koko Iwasaki,TV Personality,Reality TV Star,United States,NY,False,34.0,Eliminated Week 8,7,rank,False,8,0.6734375,11.0,4.0
